address,address_hex,first_frame,fceux_value,interp_value,region,name,critical
964,03c4,2,255,0,MISC_300,,false
965,03c5,2,255,0,MISC_300,,false
966,03c6,2,255,0,MISC_300,,false
967,03c7,2,255,0,MISC_300,,false
972,03cc,2,255,0,MISC_300,,false
973,03cd,2,255,0,MISC_300,,false
974,03ce,2,255,0,MISC_300,,false
975,03cf,2,255,0,MISC_300,,false
980,03d4,2,255,0,MISC_300,,false
981,03d5,2,255,0,MISC_300,,false
982,03d6,2,255,0,MISC_300,,false
983,03d7,2,255,0,MISC_300,,false
988,03dc,2,255,0,MISC_300,,false
989,03dd,2,255,0,MISC_300,,false
990,03de,2,255,0,MISC_300,,false
991,03df,2,255,0,MISC_300,,false
996,03e4,2,255,0,MISC_300,,false
997,03e5,2,255,0,MISC_300,,false
998,03e6,2,255,0,MISC_300,,false
999,03e7,2,255,0,MISC_300,,false
1004,03ec,2,255,0,MISC_300,,false
1005,03ed,2,255,0,MISC_300,,false
1006,03ee,2,255,0,MISC_300,,false
1007,03ef,2,255,0,MISC_300,,false
1012,03f4,2,255,0,MISC_300,,false
1013,03f5,2,255,0,MISC_300,,false
1014,03f6,2,255,0,MISC_300,,false
1015,03f7,2,255,0,MISC_300,,false
1020,03fc,2,255,0,MISC_300,,false
1021,03fd,2,255,0,MISC_300,,false
1022,03fe,2,255,0,MISC_300,,false
1023,03ff,2,255,0,MISC_300,,false
1028,0404,2,255,0,BLOCK_BUFFER_1A,,false
1029,0405,2,255,0,BLOCK_BUFFER_1A,,false
1030,0406,2,255,0,BLOCK_BUFFER_1A,,false
1031,0407,2,255,0,BLOCK_BUFFER_1A,,false
1036,040c,2,255,0,BLOCK_BUFFER_1A,,false
1037,040d,2,255,0,BLOCK_BUFFER_1A,,false
1038,040e,2,255,0,BLOCK_BUFFER_1A,,false
1039,040f,2,255,0,BLOCK_BUFFER_1A,,false
1044,0414,2,255,0,BLOCK_BUFFER_1A,,false
1045,0415,2,255,0,BLOCK_BUFFER_1A,,false
1046,0416,2,255,0,BLOCK_BUFFER_1A,,false
1047,0417,2,255,0,BLOCK_BUFFER_1A,,false
1052,041c,2,255,0,BLOCK_BUFFER_1A,,false
1053,041d,2,255,0,BLOCK_BUFFER_1A,,false
1054,041e,2,255,0,BLOCK_BUFFER_1A,,false
1055,041f,2,255,0,BLOCK_BUFFER_1A,,false
1060,0424,2,255,0,BLOCK_BUFFER_1A,,false
1061,0425,2,255,0,BLOCK_BUFFER_1A,,false
1062,0426,2,255,0,BLOCK_BUFFER_1A,,false
1063,0427,2,255,0,BLOCK_BUFFER_1A,,false
1068,042c,2,255,0,BLOCK_BUFFER_1A,,false
1069,042d,2,255,0,BLOCK_BUFFER_1A,,false
1070,042e,2,255,0,BLOCK_BUFFER_1A,,false
1071,042f,2,255,0,BLOCK_BUFFER_1A,,false
1076,0434,2,255,0,BLOCK_BUFFER_1A,,false
1077,0435,2,255,0,BLOCK_BUFFER_1A,,false
1078,0436,2,255,0,BLOCK_BUFFER_1A,,false
1079,0437,2,255,0,BLOCK_BUFFER_1A,,false
1084,043c,2,255,0,BLOCK_BUFFER_1A,,false
1085,043d,2,255,0,BLOCK_BUFFER_1A,,false
1086,043e,2,255,0,BLOCK_BUFFER_1A,,false
1087,043f,2,255,0,BLOCK_BUFFER_1A,,false
1092,0444,2,255,0,BLOCK_BUFFER_1A,,false
1093,0445,2,255,0,BLOCK_BUFFER_1A,,false
1094,0446,2,255,0,BLOCK_BUFFER_1A,,false
1095,0447,2,255,0,BLOCK_BUFFER_1A,,false
1100,044c,2,255,0,BLOCK_BUFFER_1A,,false
1101,044d,2,255,0,BLOCK_BUFFER_1A,,false
1102,044e,2,255,0,BLOCK_BUFFER_1A,,false
1103,044f,2,255,0,BLOCK_BUFFER_1A,,false
1108,0454,2,255,0,BLOCK_BUFFER_1A,,false
1109,0455,2,255,0,BLOCK_BUFFER_1A,,false
1110,0456,2,255,0,BLOCK_BUFFER_1A,,false
1111,0457,2,255,0,BLOCK_BUFFER_1A,,false
1116,045c,2,255,0,BLOCK_BUFFER_1A,,false
1117,045d,2,255,0,BLOCK_BUFFER_1A,,false
1118,045e,2,255,0,BLOCK_BUFFER_1A,,false
1119,045f,2,255,0,BLOCK_BUFFER_1A,,false
1124,0464,2,255,0,BLOCK_BUFFER_1A,,false
1125,0465,2,255,0,BLOCK_BUFFER_1A,,false
1126,0466,2,255,0,BLOCK_BUFFER_1A,,false
1127,0467,2,255,0,BLOCK_BUFFER_1A,,false
1132,046c,2,255,0,BLOCK_BUFFER_1A,,false
1133,046d,2,255,0,BLOCK_BUFFER_1A,,false
1134,046e,2,255,0,BLOCK_BUFFER_1A,,false
1135,046f,2,255,0,BLOCK_BUFFER_1A,,false
1140,0474,2,255,0,BLOCK_BUFFER_1A,,false
1141,0475,2,255,0,BLOCK_BUFFER_1A,,false
1142,0476,2,255,0,BLOCK_BUFFER_1A,,false
1143,0477,2,255,0,BLOCK_BUFFER_1A,,false
1148,047c,2,255,0,BLOCK_BUFFER_1A,,false
1149,047d,2,255,0,BLOCK_BUFFER_1A,,false
1150,047e,2,255,0,BLOCK_BUFFER_1A,,false
1151,047f,2,255,0,BLOCK_BUFFER_1A,,false
1156,0484,2,255,0,BLOCK_BUFFER_1A,,false
1157,0485,2,255,0,BLOCK_BUFFER_1A,,false
1158,0486,2,255,0,BLOCK_BUFFER_1A,,false
1159,0487,2,255,0,BLOCK_BUFFER_1A,,false
1164,048c,2,255,0,BLOCK_BUFFER_1A,,false
1165,048d,2,255,0,BLOCK_BUFFER_1A,,false
1166,048e,2,255,0,BLOCK_BUFFER_1A,,false
1167,048f,2,255,0,BLOCK_BUFFER_1A,,false
1172,0494,2,255,0,BLOCK_BUFFER_1A,,false
1173,0495,2,255,0,BLOCK_BUFFER_1A,,false
1174,0496,2,255,0,BLOCK_BUFFER_1A,,false
1175,0497,2,255,0,BLOCK_BUFFER_1A,,false
1180,049c,2,255,0,BLOCK_BUFFER_1A,,false
1181,049d,2,255,0,BLOCK_BUFFER_1A,,false
1182,049e,2,255,0,BLOCK_BUFFER_1A,,false
1183,049f,2,255,0,BLOCK_BUFFER_1A,,false
1188,04a4,2,255,0,BLOCK_BUFFER_1A,,false
1189,04a5,2,255,0,BLOCK_BUFFER_1A,,false
1190,04a6,2,255,0,BLOCK_BUFFER_1A,,false
1191,04a7,2,255,0,BLOCK_BUFFER_1A,,false
1196,04ac,2,255,0,BLOCK_BUFFER_1A,,false
1197,04ad,2,255,0,BLOCK_BUFFER_1A,,false
1198,04ae,2,255,0,BLOCK_BUFFER_1A,,false
1199,04af,2,255,0,BLOCK_BUFFER_1A,,false
1204,04b4,2,255,0,BLOCK_BUFFER_1A,,false
1205,04b5,2,255,0,BLOCK_BUFFER_1A,,false
1206,04b6,2,255,0,BLOCK_BUFFER_1A,,false
1207,04b7,2,255,0,BLOCK_BUFFER_1A,,false
1212,04bc,2,255,0,BLOCK_BUFFER_1A,,false
1213,04bd,2,255,0,BLOCK_BUFFER_1A,,false
1214,04be,2,255,0,BLOCK_BUFFER_1A,,false
1215,04bf,2,255,0,BLOCK_BUFFER_1A,,false
1220,04c4,2,255,0,BLOCK_BUFFER_1A,,false
1221,04c5,2,255,0,BLOCK_BUFFER_1A,,false
1222,04c6,2,255,0,BLOCK_BUFFER_1A,,false
1223,04c7,2,255,0,BLOCK_BUFFER_1A,,false
1228,04cc,2,255,0,BLOCK_BUFFER_1A,,false
1229,04cd,2,255,0,BLOCK_BUFFER_1A,,false
1230,04ce,2,255,0,BLOCK_BUFFER_1A,,false
1231,04cf,2,255,0,BLOCK_BUFFER_1A,,false
1236,04d4,2,255,0,BLOCK_BUFFER_1A,,false
1237,04d5,2,255,0,BLOCK_BUFFER_1A,,false
1238,04d6,2,255,0,BLOCK_BUFFER_1A,,false
1239,04d7,2,255,0,BLOCK_BUFFER_1A,,false
1244,04dc,2,255,0,BLOCK_BUFFER_1A,,false
1245,04dd,2,255,0,BLOCK_BUFFER_1A,,false
1246,04de,2,255,0,BLOCK_BUFFER_1A,,false
1247,04df,2,255,0,BLOCK_BUFFER_1A,,false
1252,04e4,2,255,0,BLOCK_BUFFER_1A,,false
1253,04e5,2,255,0,BLOCK_BUFFER_1A,,false
1254,04e6,2,255,0,BLOCK_BUFFER_1A,,false
1255,04e7,2,255,0,BLOCK_BUFFER_1A,,false
1260,04ec,2,255,0,BLOCK_BUFFER_1A,,false
1261,04ed,2,255,0,BLOCK_BUFFER_1A,,false
1262,04ee,2,255,0,BLOCK_BUFFER_1A,,false
1263,04ef,2,255,0,BLOCK_BUFFER_1A,,false
1268,04f4,2,255,0,BLOCK_BUFFER_1A,,false
1269,04f5,2,255,0,BLOCK_BUFFER_1A,,false
1270,04f6,2,255,0,BLOCK_BUFFER_1A,,false
1271,04f7,2,255,0,BLOCK_BUFFER_1A,,false
1276,04fc,2,255,0,BLOCK_BUFFER_1A,,false
1277,04fd,2,255,0,BLOCK_BUFFER_1A,,false
1278,04fe,2,255,0,BLOCK_BUFFER_1A,,false
1279,04ff,2,255,0,BLOCK_BUFFER_1A,,false
1284,0504,2,255,0,BLOCK_BUFFER_1B,,false
1285,0505,2,255,0,BLOCK_BUFFER_1B,,false
1286,0506,2,255,0,BLOCK_BUFFER_1B,,false
1287,0507,2,255,0,BLOCK_BUFFER_1B,,false
1292,050c,2,255,0,BLOCK_BUFFER_1B,,false
1293,050d,2,255,0,BLOCK_BUFFER_1B,,false
1294,050e,2,255,0,BLOCK_BUFFER_1B,,false
1295,050f,2,255,0,BLOCK_BUFFER_1B,,false
1300,0514,2,255,0,BLOCK_BUFFER_1B,,false
1301,0515,2,255,0,BLOCK_BUFFER_1B,,false
1302,0516,2,255,0,BLOCK_BUFFER_1B,,false
1303,0517,2,255,0,BLOCK_BUFFER_1B,,false
1308,051c,2,255,0,BLOCK_BUFFER_1B,,false
1309,051d,2,255,0,BLOCK_BUFFER_1B,,false
1310,051e,2,255,0,BLOCK_BUFFER_1B,,false
1311,051f,2,255,0,BLOCK_BUFFER_1B,,false
1316,0524,2,255,0,BLOCK_BUFFER_1B,,false
1317,0525,2,255,0,BLOCK_BUFFER_1B,,false
1318,0526,2,255,0,BLOCK_BUFFER_1B,,false
1319,0527,2,255,0,BLOCK_BUFFER_1B,,false
1324,052c,2,255,0,BLOCK_BUFFER_1B,,false
1325,052d,2,255,0,BLOCK_BUFFER_1B,,false
1326,052e,2,255,0,BLOCK_BUFFER_1B,,false
1327,052f,2,255,0,BLOCK_BUFFER_1B,,false
1332,0534,2,255,0,BLOCK_BUFFER_1B,,false
1333,0535,2,255,0,BLOCK_BUFFER_1B,,false
1334,0536,2,255,0,BLOCK_BUFFER_1B,,false
1335,0537,2,255,0,BLOCK_BUFFER_1B,,false
1340,053c,2,255,0,BLOCK_BUFFER_1B,,false
1341,053d,2,255,0,BLOCK_BUFFER_1B,,false
1342,053e,2,255,0,BLOCK_BUFFER_1B,,false
1343,053f,2,255,0,BLOCK_BUFFER_1B,,false
1348,0544,2,255,0,BLOCK_BUFFER_1B,,false
1349,0545,2,255,0,BLOCK_BUFFER_1B,,false
1350,0546,2,255,0,BLOCK_BUFFER_1B,,false
1351,0547,2,255,0,BLOCK_BUFFER_1B,,false
1356,054c,2,255,0,BLOCK_BUFFER_1B,,false
1357,054d,2,255,0,BLOCK_BUFFER_1B,,false
1358,054e,2,255,0,BLOCK_BUFFER_1B,,false
1359,054f,2,255,0,BLOCK_BUFFER_1B,,false
1364,0554,2,255,0,BLOCK_BUFFER_1B,,false
1365,0555,2,255,0,BLOCK_BUFFER_1B,,false
1366,0556,2,255,0,BLOCK_BUFFER_1B,,false
1367,0557,2,255,0,BLOCK_BUFFER_1B,,false
1372,055c,2,255,0,BLOCK_BUFFER_1B,,false
1373,055d,2,255,0,BLOCK_BUFFER_1B,,false
1374,055e,2,255,0,BLOCK_BUFFER_1B,,false
1375,055f,2,255,0,BLOCK_BUFFER_1B,,false
1380,0564,2,255,0,BLOCK_BUFFER_1B,,false
1381,0565,2,255,0,BLOCK_BUFFER_1B,,false
1382,0566,2,255,0,BLOCK_BUFFER_1B,,false
1383,0567,2,255,0,BLOCK_BUFFER_1B,,false
1388,056c,2,255,0,BLOCK_BUFFER_1B,,false
1389,056d,2,255,0,BLOCK_BUFFER_1B,,false
1390,056e,2,255,0,BLOCK_BUFFER_1B,,false
1391,056f,2,255,0,BLOCK_BUFFER_1B,,false
1396,0574,2,255,0,BLOCK_BUFFER_1B,,false
1397,0575,2,255,0,BLOCK_BUFFER_1B,,false
1398,0576,2,255,0,BLOCK_BUFFER_1B,,false
1399,0577,2,255,0,BLOCK_BUFFER_1B,,false
1404,057c,2,255,0,BLOCK_BUFFER_1B,,false
1405,057d,2,255,0,BLOCK_BUFFER_1B,,false
1406,057e,2,255,0,BLOCK_BUFFER_1B,,false
1407,057f,2,255,0,BLOCK_BUFFER_1B,,false
1412,0584,2,255,0,BLOCK_BUFFER_1B,,false
1413,0585,2,255,0,BLOCK_BUFFER_1B,,false
1414,0586,2,255,0,BLOCK_BUFFER_1B,,false
1415,0587,2,255,0,BLOCK_BUFFER_1B,,false
1420,058c,2,255,0,BLOCK_BUFFER_1B,,false
1421,058d,2,255,0,BLOCK_BUFFER_1B,,false
1422,058e,2,255,0,BLOCK_BUFFER_1B,,false
1423,058f,2,255,0,BLOCK_BUFFER_1B,,false
1428,0594,2,255,0,BLOCK_BUFFER_1B,,false
1429,0595,2,255,0,BLOCK_BUFFER_1B,,false
1430,0596,2,255,0,BLOCK_BUFFER_1B,,false
1431,0597,2,255,0,BLOCK_BUFFER_1B,,false
1436,059c,2,255,0,BLOCK_BUFFER_1B,,false
1437,059d,2,255,0,BLOCK_BUFFER_1B,,false
1438,059e,2,255,0,BLOCK_BUFFER_1B,,false
1439,059f,2,255,0,BLOCK_BUFFER_1B,,false
1444,05a4,2,255,0,BLOCK_BUFFER_1B,,false
1445,05a5,2,255,0,BLOCK_BUFFER_1B,,false
1446,05a6,2,255,0,BLOCK_BUFFER_1B,,false
1447,05a7,2,255,0,BLOCK_BUFFER_1B,,false
1452,05ac,2,255,0,BLOCK_BUFFER_1B,,false
1453,05ad,2,255,0,BLOCK_BUFFER_1B,,false
1454,05ae,2,255,0,BLOCK_BUFFER_1B,,false
1455,05af,2,255,0,BLOCK_BUFFER_1B,,false
1460,05b4,2,255,0,BLOCK_BUFFER_1B,,false
1461,05b5,2,255,0,BLOCK_BUFFER_1B,,false
1462,05b6,2,255,0,BLOCK_BUFFER_1B,,false
1463,05b7,2,255,0,BLOCK_BUFFER_1B,,false
1468,05bc,2,255,0,BLOCK_BUFFER_1B,,false
1469,05bd,2,255,0,BLOCK_BUFFER_1B,,false
1470,05be,2,255,0,BLOCK_BUFFER_1B,,false
1471,05bf,2,255,0,BLOCK_BUFFER_1B,,false
1476,05c4,2,255,0,BLOCK_BUFFER_1B,,false
1477,05c5,2,255,0,BLOCK_BUFFER_1B,,false
1478,05c6,2,255,0,BLOCK_BUFFER_1B,,false
1479,05c7,2,255,0,BLOCK_BUFFER_1B,,false
1484,05cc,2,255,0,BLOCK_BUFFER_1B,,false
1485,05cd,2,255,0,BLOCK_BUFFER_1B,,false
1486,05ce,2,255,0,BLOCK_BUFFER_1B,,false
1487,05cf,2,255,0,BLOCK_BUFFER_1B,,false
1492,05d4,2,255,0,BLOCK_BUFFER_2,,false
1493,05d5,2,255,0,BLOCK_BUFFER_2,,false
1494,05d6,2,255,0,BLOCK_BUFFER_2,,false
1495,05d7,2,255,0,BLOCK_BUFFER_2,,false
1500,05dc,2,255,0,BLOCK_BUFFER_2,,false
1501,05dd,2,255,0,BLOCK_BUFFER_2,,false
1502,05de,2,255,0,BLOCK_BUFFER_2,,false
1503,05df,2,255,0,BLOCK_BUFFER_2,,false
1508,05e4,2,255,0,BLOCK_BUFFER_2,,false
1509,05e5,2,255,0,BLOCK_BUFFER_2,,false
1510,05e6,2,255,0,BLOCK_BUFFER_2,,false
1511,05e7,2,255,0,BLOCK_BUFFER_2,,false
1516,05ec,2,255,0,BLOCK_BUFFER_2,,false
1517,05ed,2,255,0,BLOCK_BUFFER_2,,false
1518,05ee,2,255,0,BLOCK_BUFFER_2,,false
1519,05ef,2,255,0,BLOCK_BUFFER_2,,false
1524,05f4,2,255,0,BLOCK_BUFFER_2,,false
1525,05f5,2,255,0,BLOCK_BUFFER_2,,false
1526,05f6,2,255,0,BLOCK_BUFFER_2,,false
1527,05f7,2,255,0,BLOCK_BUFFER_2,,false
1532,05fc,2,255,0,BLOCK_BUFFER_2,,false
1533,05fd,2,255,0,BLOCK_BUFFER_2,,false
1534,05fe,2,255,0,BLOCK_BUFFER_2,,false
1535,05ff,2,255,0,BLOCK_BUFFER_2,,false
1540,0604,2,255,0,BLOCK_BUFFER_2,,false
1541,0605,2,255,0,BLOCK_BUFFER_2,,false
1542,0606,2,255,0,BLOCK_BUFFER_2,,false
1543,0607,2,255,0,BLOCK_BUFFER_2,,false
1548,060c,2,255,0,BLOCK_BUFFER_2,,false
1549,060d,2,255,0,BLOCK_BUFFER_2,,false
1550,060e,2,255,0,BLOCK_BUFFER_2,,false
1551,060f,2,255,0,BLOCK_BUFFER_2,,false
1556,0614,2,255,0,BLOCK_BUFFER_2,,false
1557,0615,2,255,0,BLOCK_BUFFER_2,,false
1558,0616,2,255,0,BLOCK_BUFFER_2,,false
1559,0617,2,255,0,BLOCK_BUFFER_2,,false
1564,061c,2,255,0,BLOCK_BUFFER_2,,false
1565,061d,2,255,0,BLOCK_BUFFER_2,,false
1566,061e,2,255,0,BLOCK_BUFFER_2,,false
1567,061f,2,255,0,BLOCK_BUFFER_2,,false
1572,0624,2,255,0,BLOCK_BUFFER_2,,false
1573,0625,2,255,0,BLOCK_BUFFER_2,,false
1574,0626,2,255,0,BLOCK_BUFFER_2,,false
1575,0627,2,255,0,BLOCK_BUFFER_2,,false
1580,062c,2,255,0,BLOCK_BUFFER_2,,false
1581,062d,2,255,0,BLOCK_BUFFER_2,,false
1582,062e,2,255,0,BLOCK_BUFFER_2,,false
1583,062f,2,255,0,BLOCK_BUFFER_2,,false
1588,0634,2,255,0,BLOCK_BUFFER_2,,false
1589,0635,2,255,0,BLOCK_BUFFER_2,,false
1590,0636,2,255,0,BLOCK_BUFFER_2,,false
1591,0637,2,255,0,BLOCK_BUFFER_2,,false
1596,063c,2,255,0,BLOCK_BUFFER_2,,false
1597,063d,2,255,0,BLOCK_BUFFER_2,,false
1598,063e,2,255,0,BLOCK_BUFFER_2,,false
1599,063f,2,255,0,BLOCK_BUFFER_2,,false
1604,0644,2,255,0,BLOCK_BUFFER_2,,false
1605,0645,2,255,0,BLOCK_BUFFER_2,,false
1606,0646,2,255,0,BLOCK_BUFFER_2,,false
1607,0647,2,255,0,BLOCK_BUFFER_2,,false
1612,064c,2,255,0,BLOCK_BUFFER_2,,false
1613,064d,2,255,0,BLOCK_BUFFER_2,,false
1614,064e,2,255,0,BLOCK_BUFFER_2,,false
1615,064f,2,255,0,BLOCK_BUFFER_2,,false
1620,0654,2,255,0,BLOCK_BUFFER_2,,false
1621,0655,2,255,0,BLOCK_BUFFER_2,,false
1622,0656,2,255,0,BLOCK_BUFFER_2,,false
1623,0657,2,255,0,BLOCK_BUFFER_2,,false
1628,065c,2,255,0,BLOCK_BUFFER_2,,false
1629,065d,2,255,0,BLOCK_BUFFER_2,,false
1630,065e,2,255,0,BLOCK_BUFFER_2,,false
1631,065f,2,255,0,BLOCK_BUFFER_2,,false
1636,0664,2,255,0,BLOCK_BUFFER_2,,false
1637,0665,2,255,0,BLOCK_BUFFER_2,,false
1638,0666,2,255,0,BLOCK_BUFFER_2,,false
1639,0667,2,255,0,BLOCK_BUFFER_2,,false
1644,066c,2,255,0,BLOCK_BUFFER_2,,false
1645,066d,2,255,0,BLOCK_BUFFER_2,,false
1646,066e,2,255,0,BLOCK_BUFFER_2,,false
1647,066f,2,255,0,BLOCK_BUFFER_2,,false
1652,0674,2,255,0,BLOCK_BUFFER_2,,false
1653,0675,2,255,0,BLOCK_BUFFER_2,,false
1654,0676,2,255,0,BLOCK_BUFFER_2,,false
1655,0677,2,255,0,BLOCK_BUFFER_2,,false
1660,067c,2,255,0,BLOCK_BUFFER_2,,false
1661,067d,2,255,0,BLOCK_BUFFER_2,,false
1662,067e,2,255,0,BLOCK_BUFFER_2,,false
1663,067f,2,255,0,BLOCK_BUFFER_2,,false
1668,0684,2,255,0,BLOCK_BUFFER_2,,false
1669,0685,2,255,0,BLOCK_BUFFER_2,,false
1670,0686,2,255,0,BLOCK_BUFFER_2,,false
1671,0687,2,255,0,BLOCK_BUFFER_2,,false
1676,068c,2,255,0,BLOCK_BUFFER_2,,false
1677,068d,2,255,0,BLOCK_BUFFER_2,,false
1678,068e,2,255,0,BLOCK_BUFFER_2,,false
1679,068f,2,255,0,BLOCK_BUFFER_2,,false
1684,0694,2,255,0,BLOCK_BUFFER_2,,false
1685,0695,2,255,0,BLOCK_BUFFER_2,,false
1686,0696,2,255,0,BLOCK_BUFFER_2,,false
1687,0697,2,255,0,BLOCK_BUFFER_2,,false
1692,069c,2,255,0,BLOCK_BUFFER_2,,false
1693,069d,2,255,0,BLOCK_BUFFER_2,,false
1694,069e,2,255,0,BLOCK_BUFFER_2,,false
1695,069f,2,255,0,BLOCK_BUFFER_2,,false
1700,06a4,2,255,0,BLOCK_BUFFER_2,,false
1701,06a5,2,255,0,BLOCK_BUFFER_2,,false
1702,06a6,2,255,0,BLOCK_BUFFER_2,,false
1703,06a7,2,255,0,BLOCK_BUFFER_2,,false
1708,06ac,2,255,0,BLOCK_BUFFER_2,,false
1709,06ad,2,255,0,BLOCK_BUFFER_2,,false
1710,06ae,2,255,0,BLOCK_BUFFER_2,,false
1711,06af,2,255,0,BLOCK_BUFFER_2,,false
1716,06b4,2,255,0,BLOCK_BUFFER_2,,false
1717,06b5,2,255,0,BLOCK_BUFFER_2,,false
1718,06b6,2,255,0,BLOCK_BUFFER_2,,false
1719,06b7,2,255,0,BLOCK_BUFFER_2,,false
1724,06bc,2,255,0,BLOCK_BUFFER_2,,false
1725,06bd,2,255,0,BLOCK_BUFFER_2,,false
1726,06be,2,255,0,BLOCK_BUFFER_2,,false
1727,06bf,2,255,0,BLOCK_BUFFER_2,,false
1732,06c4,2,255,0,BLOCK_BUFFER_2,,false
1733,06c5,2,255,0,BLOCK_BUFFER_2,,false
1734,06c6,2,255,0,BLOCK_BUFFER_2,,false
1735,06c7,2,255,0,BLOCK_BUFFER_2,,false
1740,06cc,2,255,0,BLOCK_BUFFER_2,,false
1741,06cd,2,255,0,BLOCK_BUFFER_2,,false
1742,06ce,2,255,0,BLOCK_BUFFER_2,,false
1743,06cf,2,255,0,BLOCK_BUFFER_2,,false
1748,06d4,2,255,0,MISC_6D0,,false
1749,06d5,2,255,0,MISC_6D0,,false
1750,06d6,2,255,0,MISC_6D0,,false
1751,06d7,2,255,0,MISC_6D0,,false
1756,06dc,2,255,0,MISC_6D0,,false
1757,06dd,2,255,0,MISC_6D0,,false
1758,06de,2,255,0,MISC_6D0,,false
1759,06df,2,255,0,MISC_6D0,,false
1764,06e4,2,255,0,MISC_6D0,,false
1765,06e5,2,255,0,MISC_6D0,,false
1766,06e6,2,255,0,MISC_6D0,,false
1767,06e7,2,255,0,MISC_6D0,,false
1772,06ec,2,255,0,MISC_6D0,,false
1773,06ed,2,255,0,MISC_6D0,,false
1774,06ee,2,255,0,MISC_6D0,,false
1775,06ef,2,255,0,MISC_6D0,,false
1780,06f4,2,255,0,MISC_6D0,,false
1781,06f5,2,255,0,MISC_6D0,,false
1782,06f6,2,255,0,MISC_6D0,,false
1783,06f7,2,255,0,MISC_6D0,,false
1788,06fc,2,255,0,MISC_6D0,SavedJoypad1Bits,true
1789,06fd,2,255,0,MISC_6D0,,false
1790,06fe,2,255,0,MISC_6D0,,false
1791,06ff,2,255,0,MISC_6D0,,false
1796,0704,2,255,0,GAME_STATE,SwimmingFlag,true
1797,0705,2,255,0,GAME_STATE,,false
1798,0706,2,255,0,GAME_STATE,,false
1799,0707,2,255,0,GAME_STATE,,false
1804,070c,2,255,0,GAME_STATE,,false
1805,070d,2,255,0,GAME_STATE,,false
1806,070e,2,255,0,GAME_STATE,,false
1807,070f,2,255,0,GAME_STATE,,false
1812,0714,2,255,0,GAME_STATE,,false
1813,0715,2,255,0,GAME_STATE,,false
1814,0716,2,255,0,GAME_STATE,,false
1815,0717,2,255,0,GAME_STATE,,false
1820,071c,2,255,0,GAME_STATE,,false
1821,071d,2,255,0,GAME_STATE,,false
1822,071e,2,255,0,GAME_STATE,,false
1823,071f,2,255,0,GAME_STATE,,false
1828,0724,2,255,0,GAME_STATE,,false
1829,0725,2,255,0,GAME_STATE,,false
1830,0726,2,255,0,GAME_STATE,,false
1831,0727,2,255,0,GAME_STATE,,false
1836,072c,2,255,0,GAME_STATE,,false
1837,072d,2,255,0,GAME_STATE,,false
1838,072e,2,255,0,GAME_STATE,,false
1839,072f,2,255,0,GAME_STATE,,false
1844,0734,2,255,0,GAME_STATE,,false
1845,0735,2,255,0,GAME_STATE,,false
1846,0736,2,255,0,GAME_STATE,,false
1847,0737,2,255,0,GAME_STATE,,false
1852,073c,2,255,0,GAME_STATE,,false
1853,073d,2,255,0,GAME_STATE,,false
1854,073e,2,255,0,GAME_STATE,,false
1855,073f,2,255,0,GAME_STATE,,false
1860,0744,2,255,0,GAME_STATE,,false
1861,0745,2,255,0,GAME_STATE,,false
1862,0746,2,255,0,GAME_STATE,,false
1863,0747,2,255,0,GAME_STATE,,false
1868,074c,2,255,0,GAME_STATE,,false
1869,074d,2,255,0,GAME_STATE,,false
1870,074e,2,255,0,GAME_STATE,,false
1871,074f,2,255,0,GAME_STATE,,false
1876,0754,2,255,0,GAME_STATE,PlayerSize,true
1877,0755,2,255,0,GAME_STATE,,false
1878,0756,2,255,0,GAME_STATE,,false
1879,0757,2,255,0,GAME_STATE,,false
1884,075c,2,255,0,GAME_STATE,,false
1885,075d,2,255,0,GAME_STATE,,false
1886,075e,2,255,0,GAME_STATE,,false
1887,075f,2,255,0,GAME_STATE,WorldNumber,true
1892,0764,2,255,0,GAME_STATE,,false
1893,0765,2,255,0,GAME_STATE,,false
1894,0766,2,255,0,GAME_STATE,,false
1895,0767,2,255,0,GAME_STATE,,false
4,0004,3,255,0,ZERO_PAGE,,false
5,0005,3,255,0,ZERO_PAGE,,false
12,000c,3,255,0,ZERO_PAGE,Left_Right_Buttons,true
13,000d,3,255,0,ZERO_PAGE,,false
14,000e,3,255,0,ZERO_PAGE,,false
15,000f,3,255,0,ZERO_PAGE,,false
20,0014,3,255,0,ZERO_PAGE,,false
21,0015,3,255,0,ZERO_PAGE,,false
22,0016,3,255,0,ZERO_PAGE,,false
23,0017,3,255,0,ZERO_PAGE,,false
28,001c,3,255,0,ZERO_PAGE,,false
29,001d,3,255,0,ZERO_PAGE,Player_State,true
30,001e,3,255,0,ZERO_PAGE,,false
31,001f,3,255,0,ZERO_PAGE,,false
36,0024,3,255,0,ZERO_PAGE,CrouchingFlag,true
37,0025,3,255,0,ZERO_PAGE,,false
38,0026,3,255,0,ZERO_PAGE,,false
39,0027,3,255,0,ZERO_PAGE,,false
44,002c,3,255,0,ZERO_PAGE,,false
45,002d,3,255,0,ZERO_PAGE,,false
508,01fc,3,255,42,STACK,,false
509,01fd,3,255,142,STACK,,false
512,0200,3,0,248,OAM_BUFFER,,false
520,0208,3,0,248,OAM_BUFFER,,false
528,0210,3,0,248,OAM_BUFFER,,false
536,0218,3,0,248,OAM_BUFFER,,false
544,0220,3,0,248,OAM_BUFFER,,false
552,0228,3,0,248,OAM_BUFFER,,false
